"","main_id","proj_id","eligibility","eudract_id","nct_id","crossregistration_check","registry","trial_title","trial_name","lead_institution","lead_country","has_publication","publication_doi","publication_pmid","publication_url","publication_date","identification_step","extraction_date_latest","publication_type","has_summary_results","summary_results_date","registration_date","start_date","completion_date","completion_year","primary_completion_date","primary_completion_year","days_cd_to_publication","days_pcd_to_publication","days_cd_to_summary","days_pcd_to_summary","days_reg_to_start","days_reg_to_cd","days_reg_to_pcd","days_reg_to_publication","recruitment_status","phase","enrollment","is_multicentric","is_multinational","main_sponsor","is_controlled","is_randomised","masking","intervention_type","center_size","single_sponsor","completion_date_type","registered_euctr","registered_ctgov","sponsor_type","phase_recoded","sample_size","time_to_registration","recruitment_status_recoded","is_rct"
"1378","NCT02901496","1591","Eligible",NA,"NCT02901496","None found","ctgov","The Role of Exercise Training Combined With Tocilizumab on Visceral and Epicardial Adipose Tissue and Gastric Emptying in a High Risk Population: an Exploratory Double-blind, Placebo-controlled Randomised Trial",NA,"Copenhagen University Hospital","Denmark","Yes","10.1016/j.cmet.2018.12.007",30595477,"https://doi-org.ezproxy.its.uu.se/10.1016/j.cmet.2018.12.007","2018-12-27","Cross-reference",2022-12-23,"Journal publication","No",NA,2016-08-01,2016-08-31,2018-04-30,"2018","2018-04-30","2018",241,241,NA,NA,30,637,637,878,"Completed","Not Applicable",83,"No",NA,"Only non-industry","Yes","Yes","Masking","Medicinal product","large","Copenhagen University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1379","NCT01743508","1592","Eligible",NA,"NCT01743508","Irrelevant intervention type","ctgov","Misoprostol Treatment of Incomplete Abortion by Midwives and Physicians. A Randomized Control Trial in Uganda",NA,"Karolinska Institutet","Sweden","No",NA,NA,NA,NA,NA,2023-01-11,NA,"No",NA,2012-11-29,2012-04-30,2017-08-31,"2017","2017-08-31","2017",NA,NA,NA,NA,-213,1736,1736,NA,"Completed","Not Applicable",731,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Karolinska Institutet","Actual","No","Yes","Only non-industry","Not given",">500",">60 days after trial start","Completed","Yes"
"1380","NCT01748058","1593","Eligible",NA,"NCT01748058","Irrelevant intervention type","ctgov","Active Video Games to Promote Physical Activity, Motor Performance and Quality of Life in Children With Cancer: an Intervention Study With 2-year Follow-up",NA,"Turku University Hospital","Finland","Yes","10.1186/1471-2431-14-94",31783907,"https://doi.org/10.1186/1471-2431-14-94","2019-11-29","Linked at the registration",2023-01-30,"Journal publication","No",NA,2012-10-15,2013-01-31,2017-07-31,"2017","2017-07-31","2017",851,851,NA,NA,108,1750,1750,2601,"Completed","Not Applicable",36,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Turku University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1381","NCT01748331","1594","Eligible",NA,"NCT01748331","Irrelevant intervention type","ctgov","The Significance of the Vasopressin System of the Hemodynamics, Water Balance and Prognosis in Chronic Heart Failure",NA,"Copenhagen University Hospital","Denmark","No",NA,NA,NA,NA,NA,2023-01-26,NA,"No",NA,2012-12-10,2012-11-30,2016-11-30,"2016","2016-11-30","2016",NA,NA,NA,NA,-10,1451,1451,NA,"Unknown status","Not Applicable",40,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Copenhagen University Hospital","Anticipated","No","Yes","Only non-industry","Not given","1-100","Within 60 days after trial start","Unknown status","Yes"
"1382","NCT01748981","1595","Eligible",NA,"NCT01748981","Irrelevant intervention type","ctgov","Cardiorespiratory Fitness and Effect of Training After Lung Cancer Surgery. A Randomized Controlled Trial",NA,"Oslo University Hospital","Norway","Yes","10.1136/thoraxjnl-2014-205944",25323620,"https://thorax.bmj.com/content/70/3/244","2014-10-16","Linked at the registration",2023-01-24,"Journal publication","No",NA,2011-08-08,2010-11-30,2018-06-20,"2018","2017-12-31","2017",-1343,-1172,NA,NA,-251,2508,2337,1165,"Completed","Not Applicable",71,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Oslo University Hospital","Actual","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Completed","Yes"
"1383","NCT03735615","1597","Eligible",NA,"NCT03735615","Irrelevant intervention type","ctgov","Sprint Interval Training in Patients With Chronic Obstructive Lung Disease",NA,"Norwegian University of Science and Technology","Norway","No",NA,NA,NA,NA,NA,2023-01-14,NA,"No",NA,2018-11-07,2018-11-15,2019-03-10,"2019","2019-03-10","2019",NA,NA,NA,NA,8,123,123,NA,"Completed","Not Applicable",20,"No",NA,"Only non-industry","Yes","No","Open label","Not medicinal product","large","Norwegian University of Science and Technology","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
"1384","NCT01755338","1598","Eligible","2012-004232-37","NCT01755338","Identified in manual search","ctgov","Effect of Steroids on Cerebrospinal Fluid Markers of Inflammation and Neuronal Damage After Surgical Aortic Valve Replacement",NA,"Sahlgrenska University Hospital","Sweden","Yes","10.1186/s12974-018-1318-y",30261896,"https://doi.org/10.1186/s12974-018-1318-y","2018-09-27","Linked at the registration",2023-01-09,"Journal publication","No",NA,2012-10-02,2012-12-31,2017-02-28,"2017","2017-02-28","2017",576,576,NA,NA,90,1610,1610,2186,"Completed","Not Applicable",30,"No",NA,"Only non-industry","Yes","Yes","Open label","Medicinal product","large","Sahlgrenska University Hospital","Actual","Yes","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1385","NCT01755715","1599","Eligible",NA,"NCT01755715","Irrelevant intervention type","ctgov","Immediate Versus Later Insertion of IUD After Medical Termination of Pregnancy",NA,"Helsinki University Hospital","Finland","Yes","10.1111/1471-0528.14802",28650566,"https://doi.org/10.1111/1471-0528.14802","2017-08-02","Systematic Google search",2023-02-15,"Journal publication","No",NA,2012-12-13,2013-01-31,2018-12-31,"2018","2018-12-31","2018",-516,-516,NA,NA,49,2209,2209,1693,"Completed","Not Applicable",264,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Helsinki University Hospital","Actual","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Completed","Yes"
"1386","NCT02893137","1600","Eligible",NA,"NCT02893137","Irrelevant intervention type","ctgov","Enhancing Optune Therapy of Recurrent Glioblastoma Multiforme Using Targeted Surgical Skull Remodeling",NA,"Aarhus University Hospital","Denmark","Yes","10.1093/noajnl/vdaa121",33215088,"https://doi.org/10.1093/noajnl/vdaa121","2020-09-15","Systematic Google search",2023-01-19,"Journal publication","No",NA,2016-08-22,2016-10-01,2019-05-31,"2019","2019-05-31","2019",473,473,NA,NA,40,1012,1012,1485,"Completed","Phase 1",15,"No",NA,"Industry or mixed","No","No","Open label","Not medicinal product","large","Aarhus University Hospital","Actual","No","Yes","Industry or mixed","I","1-100","Prospective registration","Completed","No"
"1387","NCT02892279","1601","Eligible",NA,"NCT02892279","Irrelevant intervention type","ctgov","Sympathetic Nerve Activation Evoked by Diesel Exhaust Exposure",NA,"Umeå University","Sweden","Yes","10.1161/JAHA.120.018448",33942621,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8200707/","2021-05-04","Linked at the registration",2023-01-22,"Journal publication","No",NA,2016-09-02,2016-09-30,2016-12-31,"2016","2016-12-31","2016",1585,1585,NA,NA,28,120,120,1705,"Completed","Not Applicable",15,"No",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Umeå University","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","No"
"1388","NCT02891252","1602","Eligible",NA,"NCT02891252","Irrelevant intervention type","ctgov","Randomized Investigation of Thyroid Operation as Day Surgery",NA,"Zealand University Hospital","Denmark","No",NA,NA,NA,NA,NA,2023-02-09,NA,"No",NA,2016-09-01,2016-05-31,2018-12-31,"2018","2017-12-31","2017",NA,NA,NA,NA,-93,851,486,NA,"Unknown status","Not Applicable",86,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Zealand University Hospital","Anticipated","No","Yes","Only non-industry","Not given","1-100",">60 days after trial start","Unknown status","Yes"
"1389","NCT03734718","1603","Eligible",NA,"NCT03734718","None found","ctgov","The Role of Glucose-dependent Insulinotropic Polypeptide in the Pathological Glucose Homeostasis of Type 1 Diabetes",NA,"Steno Diabetes Center Copenhagen","Denmark","Yes","10.1007/s00125-021-05547-8",34405256,"https://doi.org/10.1007/s00125-021-05547-8","2021-08-17","Linked at the registration",2022-12-18,"Journal publication","No",NA,2018-10-22,2019-06-01,2019-12-31,"2019","2019-12-12","2019",595,614,NA,NA,222,435,416,1030,"Completed","Not Applicable",20,"No",NA,"Only non-industry","Yes","Yes","Masking","Medicinal product","small","Steno Diabetes Center Copenhagen","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1390","NCT02890563","1604","Eligible",NA,"NCT02890563","Irrelevant intervention type","ctgov","Compression Therapy Following Truncal Vein Endothermal Ablation And Distal Sclerotherapy",NA,"Oulu University Hospital","Finland","Yes","10.1016/j.ejvs.2019.08.020",31753745,"https://pubmed.ncbi.nlm.nih.gov/31753745/","2019-11-18","Linked at the registration",2023-01-09,"Journal publication","No",NA,2016-08-31,2016-08-31,2019-03-31,"2019","2019-03-31","2019",232,232,NA,NA,0,942,942,1174,"Completed","Not Applicable",200,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","small","Oulu University Hospital","Actual","No","Yes","Only non-industry","Not given","100-500","Within 60 days after trial start","Completed","Yes"
"1391","NCT02889354","1606","Eligible",NA,"NCT02889354","Irrelevant intervention type","ctgov","Group-based Cognitive-behavioral Therapy for Adults With Attention-deficit/Hyperactivity Disorder Inattentive-type: a Pilot Study",NA,"Karolinska Institutet","Sweden","Yes","10.1080/19012276.2021.2020683",NA,"https://doi.org/10.1080/19012276.2021.2020683","2022-01-02","Systematic Google search",2023-01-11,"Journal publication","No",NA,2016-08-31,2016-08-31,2017-06-30,"2017","2017-06-30","2017",1647,1647,NA,NA,0,303,303,1950,"Completed","Not Applicable",40,"No",NA,"Only non-industry","No","No",NA,"Not medicinal product","large","Karolinska Institutet","Actual","No","Yes","Only non-industry","Not given","1-100","Within 60 days after trial start","Completed","No"
"1392","NCT02888899","1607","Eligible",NA,"NCT02888899","None found","ctgov","Percutaneous Tibial Nerve Stimulation in Combination With Biofeedback in Patients With Fecal Incontinence - A Randomized Controlled Trial",NA,"Linkoeping University Hospital","Sweden","No",NA,NA,NA,NA,NA,2023-01-08,NA,"No",NA,2016-08-23,2016-03-31,2019-03-31,"2019","2018-03-31","2018",NA,NA,NA,NA,-145,950,585,NA,"Unknown status","Not Applicable",NA,"No",NA,"Only non-industry",NA,NA,NA,"Medicinal product","large","Linkoeping University Hospital","Anticipated","No","Yes","Only non-industry","Not given",NA,">60 days after trial start","Unknown status",NA
"1393","NCT02887898","1608","Eligible",NA,"NCT02887898","Irrelevant intervention type","ctgov","Efficacy of Advanced Carbohydrate Counting and Automated Bolus Calculation in Insulin-treated Type 2 Diabetes Patients: The BolusCal2 Study",NA,"Hvidovre and Amager Hospital","Denmark","Yes","10.1089/dia.2020.0276",32846108,"https://www.liebertpub.com/doi/10.1089/dia.2020.0276","2020-09-21","Linked at the registration",2023-01-05,"Journal publication","No",NA,2016-08-15,2016-09-30,2018-11-30,"2018","2018-06-30","2018",661,814,NA,NA,46,837,684,1498,"Completed","Not Applicable",80,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Hvidovre and Amager Hospital","Actual","No","Yes","Only non-industry","Not given","1-100","Prospective registration","Completed","Yes"
"1394","NCT02886026","1609","Eligible",NA,"NCT02886026","Irrelevant intervention type","ctgov","Is Outpatient PDD Guided Laser Mediated Destruction of Bladder Tumors (LMD-BT) as Good as Conventional Inpatient PDD Guided Transurethral Tumor Resection in Patients With Low Grade Non-invasive (Ta) Bladder Tumors?",NA,"Bispebjerg and Frederiksberg Hospital","Denmark","Yes","10.1016/j.eururo.2022.08.012",36058804,"https://doi.org/10.1016/j.eururo.2022.08.012","2022-09-02","Systematic Google search",2023-01-03,"Journal publication","No",NA,2016-06-21,2016-06-30,2019-02-28,"2019","2018-12-31","2018",1282,1341,NA,NA,9,982,923,2264,"Unknown status","Not Applicable",248,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","Bispebjerg and Frederiksberg Hospital","Anticipated","No","Yes","Only non-industry","Not given","100-500","Prospective registration","Unknown status","Yes"
"1395","NCT01758835","1610","Eligible",NA,"NCT01758835","Irrelevant intervention type","ctgov","Evaluation of Different Non-operative Treatment Protocols of ER-stress Negative Weber-B Unimalleolar Ankle Fractures. A Prospective Randomized Multicenter Trial.",NA,"University of Oulu","Finland","Yes","10.1136/bmj.k5432",30782652,"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6342249/","2019-02-19","Linked at the registration",2023-01-16,"Journal publication","No",NA,2012-12-21,2012-10-31,2017-12-31,"2017","2016-06-30","2016",415,964,NA,NA,-51,1836,1287,2251,"Completed","Not Applicable",247,"No",NA,"Only non-industry","Yes","Yes","Open label","Not medicinal product","large","University of Oulu","Actual","No","Yes","Only non-industry","Not given","100-500","Within 60 days after trial start","Completed","Yes"
"1396","NCT03733015","1611","Eligible",NA,"NCT03733015","Irrelevant intervention type","ctgov","Can Daily Sessions of rTMS to the Left DLPFC Boost Diffuse Noxious Inhibitory Control and Pain Thresholds in Healthy Subjects",NA,"Aalborg University","Denmark","Yes","10.1016/j.jpain.2019.05.010",31132509,"https://doi.org/10.1016/j.jpain.2019.05.010","2019-05-24","Systematic Google search",2022-12-22,"Journal publication","No",NA,2018-11-02,2018-10-10,2018-12-15,"2018","2018-12-15","2018",160,160,NA,NA,-23,43,43,203,"Completed","Not Applicable",16,"Yes",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","Aalborg University","Actual","No","Yes","Only non-industry","Not given","1-100","Within 60 days after trial start","Completed","Yes"
"1397","NCT02884531","1612","Eligible",NA,"NCT02884531","Irrelevant intervention type","ctgov","Assessment and Treatment Responses to Patient Education and Basic Body Awareness Therapy in Hip Osteoarthritis: a Randomized Controlled Trial",NA,"University of Bergen","Norway","Yes","10.1002/pri.1930",34811841,"https://onlinelibrary.wiley.com/doi/full/10.1002/pri.1930","2021-11-22","Linked at the registration",2023-02-09,"Journal publication","No",NA,2016-08-22,2015-10-31,2019-01-31,"2019","2019-01-31","2019",1026,1026,NA,NA,-296,892,892,1918,"Completed","Not Applicable",101,"No",NA,"Only non-industry","Yes","Yes","Masking","Not medicinal product","large","University of Bergen","Actual","No","Yes","Only non-industry","Not given","100-500",">60 days after trial start","Completed","Yes"
"1398","NCT02883478","1613","Eligible",NA,"NCT02883478","None found","ctgov","A Randomized Study of Clinical and Structural Outcome of Corneal Collagen Crosslinking (CXL) With Conventional Versus Accelerated Ultraviolet-A Irradiation Using Riboflavin With Hydroxypropyl Methylcellulose (HPMC).",NA,"Oslo University Hospital","Norway","Yes","10.1097/ICO.0000000000001791",30365412,"https://journals.lww.com/corneajrnl/Abstract/2019/02000/Randomized_Study_of_Collagen_Cross_Linking_With.14.aspx","2019-02-01","Systematic Google search",2023-02-09,"Journal publication","No",NA,2016-05-30,2012-08-31,2016-08-31,"2016","2016-08-31","2016",884,884,NA,NA,-1368,93,93,977,"Unknown status","Phase 1/Phase 2",40,"Yes",NA,"Only non-industry","Yes","Yes","Open label","Medicinal product","large","Oslo University Hospital","Anticipated","No","Yes","Only non-industry","I-II","1-100",">60 days after trial start","Unknown status","Yes"
"1399","NCT02882581","1615","Eligible",NA,"NCT02882581","Irrelevant intervention type","ctgov","Metformin in Breast Cancer, Visualized With Positron Emission Tomography",NA,"Aarhus University Hospital","Denmark","Yes","10.1007/s10549-020-05621-6",32240455,"https://doi.org/10.1007/s10549-020-05621-6","2020-04-02","Systematic Google search",2023-01-22,"Journal publication","No",NA,2016-08-25,2016-08-31,2017-10-31,"2017","2017-06-30","2017",884,1007,NA,NA,6,432,309,1316,"Completed","Phase 1",7,"Yes",NA,"Only non-industry","No","No","Open label","Not medicinal product","large","Aarhus University Hospital","Actual","No","Yes","Only non-industry","I","1-100","Prospective registration","Completed","No"
